,Annual_Deposit_Amount,Home_value,Years_with_the_bank,Loan_held,Wealth_portfolio_held,Automated_menu,Priority
2908,26479,26479,1,0,0,4,0
2909,25685,25685,1,0,0,4,0
2910,17615,30558,1,1,0,4,0
2911,48415,31863,3,1,1,4,1
2912,25463,25463,0,0,0,4,0
2913,20240,33375,2,1,0,1,1
2914,26240,37641,2,1,0,4,1
2915,25548,25548,1,0,0,3,0
2916,25762,25762,1,0,0,2,0
2917,25768,25768,1,0,0,4,0
2918,19512,31694,1,1,0,1,0
2919,21592,32643,3,1,0,3,1
2920,25665,25665,2,0,0,2,0
2921,14876,28535,2,1,0,2,0
2922,54473,25712,2,0,1,3,1
2923,58407,25652,2,0,1,3,1
2924,17663,31223,2,1,0,3,0
2925,25980,25980,1,0,0,2,0
2926,28763,27229,4,1,1,4,1
2927,38508,29640,2,1,1,4,1
2928,26867,26867,0,0,0,4,0
2929,19394,31956,1,1,0,3,0
2930,26840,26840,2,0,0,3,0
2931,25563,25563,1,0,0,4,0
2932,35262,28046,2,1,1,3,1
2933,31557,28242,3,1,1,4,1
2934,25689,25689,2,0,0,2,0
2935,25983,25983,2,0,0,1,0
2936,48376,31740,2,1,1,3,1
2937,19839,32919,3,1,0,3,1
2938,16894,31435,0,1,0,1,0
2939,25928,25928,2,0,0,4,0
2940,24783,35831,1,1,0,2,0
2941,68507,25884,0,0,1,4,1
2942,25686,25686,2,0,0,3,0
2943,49346,25077,2,0,1,3,1
2944,25753,25753,1,0,0,1,0
2945,25772,25772,3,0,0,1,1
2946,26015,26015,2,0,0,2,0
2947,25817,25817,2,0,0,2,0
2948,14147,27743,2,1,0,4,0
2949,35722,28655,3,1,1,2,1
2950,23726,35522,2,1,0,3,0
2951,19209,32911,1,1,0,1,0
2952,19805,33502,2,1,0,2,0
2953,16998,30568,0,1,0,1,0
2954,17150,32150,1,1,0,1,0
2955,15227,30020,3,1,0,3,1
2956,17900,31570,1,1,0,4,0
2957,56886,25810,1,0,1,4,1
2958,53227,25322,3,0,1,4,1
2959,13548,29311,1,1,0,4,0
2960,20696,33744,2,1,0,2,0
2961,46696,25458,1,0,1,3,1
2962,26281,26281,2,0,0,2,0
2963,67929,37406,2,1,1,1,1
2964,25502,25502,2,0,0,3,0
2965,26206,26206,1,0,0,3,0
2966,26013,26013,1,0,0,3,0
2967,21384,34119,1,1,0,2,0
2968,25793,25793,1,0,0,4,0
2969,26516,26516,2,0,0,1,0
2970,12840,27556,2,1,0,1,0
2971,27040,38603,2,1,0,4,1
2972,20941,32705,2,1,0,3,0
2973,18191,34444,1,1,0,4,0
2974,39617,30386,2,1,1,1,1
2975,22367,36177,3,1,0,3,1
2976,21292,33308,3,1,0,1,1
2977,18369,30028,1,1,0,1,0
2978,49723,25326,2,0,1,3,1
2979,40666,31001,3,1,1,2,1
2980,45623,31443,1,1,1,1,1
2981,22391,35727,2,1,0,3,0
2982,21149,34514,1,1,0,4,0
2983,21071,32975,1,1,0,3,0
2984,25707,25707,1,0,0,3,0
2985,17940,32385,1,1,0,4,0
2986,19385,32564,3,1,0,3,1
2987,54168,32876,1,1,1,1,1
2988,55782,24853,2,0,1,4,1
2989,25998,25998,1,0,0,4,0
2990,54164,33058,2,1,1,1,1
2991,23679,34814,2,1,0,4,0
2992,17548,30893,1,1,0,1,0
2993,18859,31403,1,1,0,3,0
2994,26082,26082,1,0,0,3,0
2995,17150,29332,1,1,0,3,0
2996,17848,30959,2,1,0,3,0
2997,16009,28886,2,1,0,3,0
2998,22539,34621,1,1,0,1,0
2999,63674,35243,1,1,1,1,1
3000,16052,28501,2,1,0,3,0
3001,25916,25916,1,0,0,1,0
3002,20850,32508,4,1,0,4,1
3003,45936,32373,1,1,1,1,1
3004,20948,34030,1,1,0,3,0
3005,20041,33618,2,1,0,4,0
3006,42817,30508,3,1,1,1,1
3007,20084,34333,2,1,0,1,1
3008,26226,26226,0,0,0,1,0
3009,14256,28286,2,1,0,2,0
3010,25686,25686,1,0,0,4,0
3011,45413,25839,1,0,1,2,1
3012,25733,25733,2,0,0,2,0
3013,24859,24859,2,0,0,4,0
3014,25709,25709,0,0,0,1,0
3015,23824,35819,2,1,0,4,0
3016,25960,25960,1,0,0,4,0
3017,25996,25996,1,0,0,1,0
3018,52086,32832,2,1,1,4,1
3019,23016,34140,2,1,0,2,1
3020,43636,30691,2,1,1,2,1
3021,18959,31320,2,1,0,2,0
3022,24289,34968,1,1,0,3,0
3023,22315,35573,2,1,0,4,0
3024,19710,34498,3,1,0,2,1
3025,61763,25259,1,0,1,1,1
3026,46858,31243,1,1,1,2,1
3027,25210,25210,4,0,0,3,1
3028,25407,25407,1,0,0,1,0
3029,15373,28502,1,1,0,4,0
3030,45968,31119,3,1,1,2,1
3031,20329,32807,1,1,0,1,0
3032,50415,32336,1,1,1,2,1
3033,21421,34780,1,1,0,1,0
3034,19413,31751,2,1,0,3,0
3035,21704,32181,1,1,0,4,0
3036,61166,35782,2,1,1,1,1
3037,20347,33980,2,1,0,3,0
3038,22253,34939,1,1,0,4,0
3039,37404,25197,3,0,1,4,1
3040,20685,32927,3,1,0,4,1
3041,25802,25802,1,0,0,1,0
3042,26449,26449,1,0,0,3,0
3043,17700,31827,1,1,0,3,0
3044,50424,25041,2,0,1,3,1
3045,61133,26862,1,0,1,2,1
3046,18273,32224,1,1,0,1,0
3047,26074,26074,3,0,0,2,1
3048,42308,31277,2,1,1,3,1
3049,26149,26149,1,0,0,1,0
3050,20696,34161,3,1,0,3,1
3051,20293,34274,3,1,0,1,1
3052,22341,34494,1,1,0,3,0
3053,17060,31821,2,1,0,2,0
3054,26310,26310,1,0,0,3,0
3055,25842,25842,1,0,0,4,0
3056,18238,31854,1,1,0,3,0
3057,26551,26551,1,0,0,3,0
3058,26276,26276,1,0,0,2,0
3059,26360,26360,1,0,0,4,0
3060,58270,34112,2,1,1,1,1
3061,58027,25450,2,0,1,4,1
3062,17529,29373,2,1,0,2,0
3063,49342,32574,2,1,1,4,1
3064,24871,24871,1,0,0,2,0
3065,20005,31363,1,1,0,1,0
3066,60398,26573,2,0,1,1,1
3067,18919,32501,1,1,0,2,0
3068,17709,31106,2,1,0,2,0
3069,21509,31730,1,1,0,1,0
3070,24846,37823,1,1,0,4,0
3071,20216,32749,2,1,0,2,0
3072,20745,34349,2,1,0,3,0
3073,54109,33600,2,1,1,2,1
3074,45784,31725,1,1,1,1,1
3075,24767,24767,1,0,0,2,0
3076,22523,34720,1,1,0,3,0
3077,19870,33181,2,1,0,1,1
3078,25909,25909,2,0,0,4,0
3079,70633,26502,2,0,1,1,1
3080,55341,34275,4,1,1,4,1
3081,54097,24727,1,0,1,1,1
3082,62367,35496,1,1,1,2,1
3083,22530,35089,3,1,0,4,1
3084,14546,28805,2,1,0,3,0
3085,69565,37334,0,1,1,4,1
3086,26074,26074,1,0,0,2,0
3087,20171,33137,2,1,0,2,0
3088,17723,31111,3,1,0,1,1
3089,62485,35107,2,1,1,4,1
3090,15103,29718,1,1,0,3,0
3091,19679,32545,1,1,0,2,0
3092,25505,25505,3,0,0,3,0
3093,25586,25586,1,0,0,4,0
3094,26277,26277,3,0,0,4,0
3095,17687,33535,1,1,0,4,0
3096,21663,37279,3,1,0,4,1
3097,55806,24525,2,0,1,3,1
3098,51848,25304,3,0,1,2,1
3099,51036,26012,2,0,1,4,1
3100,66746,25879,4,0,1,3,1
3101,19526,33159,1,1,0,3,0
3102,45404,30246,2,1,1,3,1
3103,21772,33425,1,1,0,2,0
3104,65988,36733,4,1,1,1,1
3105,20946,35461,1,1,0,4,0
3106,23364,35592,1,1,0,4,0
3107,21480,34531,1,1,0,2,0
3108,51662,33758,4,1,1,3,1
3109,26433,26433,3,0,0,4,0
3110,18290,28868,2,1,0,4,0
3111,19647,31802,1,1,0,2,0
3112,26138,26138,2,0,0,2,0
3113,53445,34325,2,1,1,2,1
3114,25115,25115,2,0,0,3,0
3115,25047,25047,1,0,0,3,0
3116,67012,36413,1,1,1,3,1
3117,22679,34250,3,1,0,4,1
3118,26390,26390,2,0,0,2,0
3119,27556,40216,3,1,0,2,1
3120,25747,25747,1,0,0,3,0
3121,22372,33153,1,1,0,3,0
3122,30772,27845,2,1,1,2,1
3123,26419,26419,1,0,0,2,0
3124,39980,25700,2,0,1,2,1
3125,26057,26057,1,0,0,1,0
3126,25722,36223,3,1,0,3,1
3127,53542,25665,2,0,1,3,1
3128,15375,30472,2,1,0,4,0
3129,26055,26055,1,0,0,2,0
3130,56888,26186,0,0,1,1,1
3131,20401,32752,1,1,0,2,0
3132,24888,37292,4,1,0,1,1
3133,19579,33846,1,1,0,1,0
3134,26682,26682,2,0,0,4,0
3135,49319,32422,2,1,1,2,1
3136,16087,28610,1,1,0,3,0
3137,53845,25659,2,0,1,4,1
3138,25240,36757,1,1,0,4,0
3139,25794,25794,2,0,0,1,0
3140,18695,30410,3,1,0,1,1
3141,26339,26339,1,0,0,4,0
3142,26149,26149,2,0,0,2,0
3143,25521,25521,2,0,0,3,0
3144,57708,34020,2,1,1,2,1
3145,25303,25303,2,0,0,1,0
3146,64883,25684,3,0,1,2,1
3147,57483,26044,2,0,1,1,1
3148,19477,33635,1,1,0,1,0
3149,37296,29978,3,1,1,4,1
3150,39745,24135,1,0,1,3,1
3151,57849,24410,1,0,1,4,1
3152,26171,26171,2,0,0,4,0
3153,24024,35930,1,1,0,1,0
3154,26426,26426,2,0,0,1,0
3155,25687,25687,1,0,0,2,0
3156,23147,37152,2,1,0,1,1
3157,18711,32359,1,1,0,2,0
3158,24806,24806,0,0,0,4,0
3159,18455,32414,2,1,0,4,0
3160,23351,37254,1,1,0,3,0
3161,26068,26068,0,0,0,3,0
3162,44213,32114,2,1,1,1,1
3163,17090,30524,2,1,0,2,0
3164,19227,33717,3,1,0,3,1
3165,26090,26090,2,0,0,1,0
3166,19291,33156,1,1,0,1,0
3167,17955,31006,3,1,0,1,1
3168,25406,25406,2,0,0,4,0
3169,25655,25655,1,0,0,2,0
3170,23685,37255,1,1,0,1,0
3171,67851,24936,2,0,1,2,1
3172,23989,36943,2,1,0,3,1
3173,14355,29673,2,1,0,2,0
3174,21043,33353,3,1,0,1,1
3175,26117,26117,1,0,0,1,0
3176,18888,30803,1,1,0,3,0
3177,19827,31893,1,1,0,1,0
3178,18318,29565,1,1,0,4,0
3179,19520,32705,1,1,0,1,0
3180,25289,25289,1,0,0,3,0
3181,57683,34503,2,1,1,4,1
3182,43994,30922,2,1,1,1,1
3183,26604,26604,2,0,0,2,0
3184,17498,31978,2,1,0,4,0
3185,16770,31230,1,1,0,3,0
3186,15871,31040,2,1,0,1,0
3187,44709,25384,2,0,1,4,1
3188,19761,32386,2,1,0,2,0
3189,48754,26257,2,0,1,3,1
3190,19962,32201,1,1,0,3,0
3191,17251,31370,1,1,0,2,0
3192,25308,25308,2,0,0,3,0
3193,16397,31575,2,1,0,1,0
3194,13656,28521,1,1,0,1,0
3195,21154,33511,3,1,0,2,1
3196,54054,32885,4,1,1,4,1
3197,18416,31963,2,1,0,4,0
3198,26226,26226,3,0,0,3,0
3199,26200,26200,0,0,0,4,0
3200,22372,32631,2,1,0,1,1
3201,57021,34679,2,1,1,2,1
3202,17216,30855,1,1,0,1,0
3203,12042,25374,1,1,0,1,0
3204,23256,34460,1,1,0,4,0
3205,22348,35338,1,1,0,2,0
3206,25860,25860,1,0,0,1,0
3207,34699,25468,2,0,1,2,1
3208,19473,32214,2,1,0,4,0
3209,50488,32936,1,1,1,4,1
3210,15542,29645,2,1,0,4,0
3211,21039,33273,3,1,0,4,1
3212,26020,26020,2,0,0,4,0
3213,25847,25847,1,0,0,2,0
3214,34749,29649,2,1,1,3,1
3215,66712,25803,3,0,1,1,1
3216,18298,30386,2,1,0,4,0
3217,43301,25262,1,0,1,3,1
3218,36393,29521,2,1,1,2,1
3219,26214,26214,2,0,0,1,0
3220,15909,30610,4,1,0,1,1
3221,14328,27466,3,1,0,3,0
3222,46230,30920,2,1,1,2,1
3223,52890,24363,2,0,1,1,1
3224,23711,35449,1,1,0,3,0
3225,17602,30610,3,1,0,4,1
3226,26288,26288,2,0,0,2,0
3227,26025,26025,2,0,0,1,0
3228,15265,29082,3,1,0,4,0
3229,16929,30625,1,1,0,1,0
3230,51665,25762,1,0,1,2,1
3231,21620,34591,2,1,0,1,1
3232,26240,26240,2,0,0,1,0
3233,25359,25359,1,0,0,4,0
3234,19189,32723,2,1,0,3,0
3235,25436,25436,1,0,0,1,0
3236,26299,26299,2,0,0,4,0
3237,26296,26296,1,0,0,4,0
3238,20919,32201,1,1,0,1,0
3239,25592,25592,1,0,0,3,0
3240,22885,34058,1,1,0,4,0
3241,17528,31809,1,1,0,2,0
3242,62865,34658,2,1,1,1,1
3243,22820,26206,2,1,1,3,1
3244,26850,26850,2,0,0,1,0
3245,16348,29568,1,1,0,3,0
3246,16617,32318,2,1,0,3,0
3247,25942,25942,2,0,0,1,0
3248,25625,25625,1,0,0,1,0
3249,62594,24751,3,0,1,3,1
3250,26247,26247,1,0,0,4,0
3251,24142,38080,2,1,0,2,1
3252,14075,28882,1,1,0,3,0
3253,22011,33369,2,1,0,3,0
3254,14367,27410,4,1,0,3,1
3255,40887,30317,3,1,1,1,1
3256,19813,33540,1,1,0,1,0
3257,54279,24462,2,0,1,2,1
3258,24868,24868,0,0,0,1,0
3259,25159,25159,1,0,0,1,0
3260,62435,25534,3,0,1,2,1
3261,52961,25521,2,0,1,2,1
3262,18967,31816,1,1,0,2,0
3263,24236,37831,2,1,0,3,1
3264,16576,30076,1,1,0,2,0
3265,26719,26719,4,0,0,2,1
3266,48140,26142,2,0,1,3,1
3267,25934,25934,1,0,0,2,0
3268,25847,25847,3,0,0,2,0
3269,23159,34749,1,1,0,3,0
3270,19885,32625,0,1,0,4,0
3271,20998,34349,2,1,0,3,0
3272,25399,25399,1,0,0,1,0
3273,59979,34785,5,1,1,2,1
3274,24140,36236,1,1,0,2,0
3275,22068,33155,2,1,0,4,0
3276,54321,34167,2,1,1,3,1
3277,26425,26425,1,0,0,2,0
3278,26318,26318,1,0,0,2,0
3279,25743,25743,2,0,0,2,0
3280,53956,33633,2,1,1,1,1
3281,17769,32846,2,1,0,4,0
3282,14918,27174,1,1,0,3,0
3283,20407,33399,2,1,0,4,0
3284,25885,25885,1,0,0,1,0
3285,25923,25923,2,0,0,2,0
3286,79693,26415,3,0,1,3,1
3287,25801,25801,1,0,0,2,0
3288,22505,33009,2,1,0,2,0
3289,26679,26679,1,0,0,2,0
3290,19228,33315,1,1,0,4,0
3291,26003,26003,2,0,0,1,0
3292,25316,25316,1,0,0,1,0
3293,18620,31645,1,1,0,1,0
3294,20036,31988,1,1,0,4,0
3295,19618,33830,1,1,0,3,0
3296,14305,28628,4,1,0,3,1
3297,26561,26561,1,0,0,2,0
3298,51909,25477,3,0,1,2,1
3299,51692,25449,1,0,1,2,1
3300,25960,25960,1,0,0,4,0
3301,26297,37297,2,1,0,3,1
3302,26050,26050,1,0,0,1,0
3303,26253,26253,2,0,0,2,0
3304,61236,35373,1,1,1,1,1
3305,25518,25518,2,0,0,1,0
3306,25562,25562,2,0,0,3,0
3307,41092,29255,2,1,1,1,1
3308,25485,25485,0,0,0,1,0
3309,26308,26308,2,0,0,2,0
3310,21224,36014,1,1,0,4,0
3311,25967,25967,1,0,0,4,0
3312,22337,34284,1,1,0,1,0
3313,26675,26675,2,0,0,3,0
3314,26096,26096,1,0,0,3,0
3315,25839,25839,1,0,0,1,0
3316,45556,31867,2,1,1,1,1
3317,33793,28537,1,1,1,2,1
3318,25021,35821,1,1,0,4,0
3319,25256,25256,1,0,0,1,0
3320,25917,25917,1,0,0,1,0
3321,20849,32068,1,1,0,1,0
3322,27585,27538,2,1,1,1,1
3323,21932,33641,1,1,0,1,0
3324,14554,29688,1,1,0,1,0
3325,17408,32402,1,1,0,3,0
3326,45487,31098,3,1,1,2,1
3327,12688,28056,1,1,0,4,0
3328,42783,25602,2,0,1,4,1
3329,25997,25997,2,0,0,1,0
3330,66182,25066,2,0,1,3,1
3331,25710,25710,1,0,0,2,0
3332,26463,26463,0,0,0,3,0
3333,25040,25040,0,0,0,1,0
3334,26182,26182,1,0,0,3,0
3335,17150,31314,2,1,0,2,0
3336,25722,25722,2,0,0,3,0
3337,26154,26154,1,0,0,1,0
3338,25827,25827,2,0,0,3,0
3339,60078,25973,2,0,1,4,1
3340,18361,32133,1,1,0,3,0
3341,21039,34982,2,1,0,4,0
3342,25927,25927,1,0,0,4,0
3343,56812,25939,2,0,1,1,1
3344,49847,25248,2,0,1,2,1
3345,50655,25833,1,0,1,2,1
3346,25759,25759,1,0,0,1,0
3347,17724,31669,1,1,0,3,0
3348,20119,31996,3,1,0,3,1
3349,46829,32848,2,1,1,4,1
3350,18817,32700,4,1,0,2,1
3351,25535,25535,2,0,0,1,0
3352,17808,31287,2,1,0,2,0
3353,25303,25303,0,0,0,4,0
3354,25681,25681,1,0,0,2,0
3355,18154,32910,2,1,0,2,0
3356,58419,24619,2,0,1,3,1
3357,24775,24775,1,0,0,2,0
3358,47713,25469,2,0,1,3,1
3359,24423,24423,1,0,0,3,0
3360,26059,26059,1,0,0,4,0
3361,45257,25581,2,0,1,3,1
3362,17573,31280,3,1,0,3,1
3363,54399,26078,3,0,1,2,1
3364,25976,25976,1,0,0,1,0
3365,21217,33604,2,1,0,2,0
3366,20218,31891,3,1,0,4,1
3367,25416,25416,1,0,0,2,0
3368,26015,26015,1,0,0,1,0
3369,46141,25639,3,0,1,4,1
3370,18878,31167,1,1,0,4,0
3371,52566,25800,2,0,1,2,1
3372,26649,26649,1,0,0,4,0
3373,20474,34892,3,1,0,4,1
3374,26436,26436,1,0,0,2,0
3375,19507,33476,2,1,0,1,1
3376,25906,25906,1,0,0,1,0
3377,25548,25548,1,0,0,1,0
3378,14990,29427,1,1,0,4,0
3379,38578,25647,1,0,1,2,1
3380,56025,33995,4,1,1,3,1
3381,37795,29764,2,1,1,2,1
3382,16952,29822,1,1,0,3,0
3383,25537,25537,2,0,0,1,0
3384,59056,24263,3,0,1,3,1
3385,20331,32901,1,1,0,3,0
3386,13644,29169,3,1,0,4,0
3387,50045,31620,2,1,1,4,1
3388,57255,25076,2,0,1,4,1
3389,25977,25977,2,0,0,4,0
3390,26603,26603,2,0,0,2,0
3391,20605,33112,1,1,0,4,0
3392,25484,25484,3,0,0,4,0
3393,26227,26227,1,0,0,2,0
3394,53860,33278,2,1,1,3,1
3395,14630,27825,2,1,0,1,0
3396,25483,25483,1,0,0,2,0
3397,19680,35792,2,1,0,4,0
3398,26679,26679,1,0,0,1,0
3399,26208,26208,1,0,0,4,0
3400,16983,31031,1,1,0,1,0
3401,19749,32404,2,1,0,4,0
3402,16251,29249,1,1,0,1,0
3403,22784,34896,2,1,0,3,0
3404,20927,33181,2,1,0,2,0
3405,15418,29240,1,1,0,4,0
3406,26370,26370,1,0,0,4,0
3407,23348,35050,1,1,0,1,0
3408,19788,33387,1,1,0,4,0
3409,15347,27954,3,1,0,4,0
3410,26072,26072,1,0,0,4,0
3411,23405,35234,2,1,0,2,1
3412,16735,31936,2,1,0,4,0
3413,56305,25431,1,0,1,4,1
3414,38575,30295,2,1,1,4,1
3415,25865,25865,1,0,0,4,0
3416,20036,34628,1,1,0,3,0
3417,26120,26120,0,0,0,4,0
3418,57039,25649,3,0,1,2,1
3419,55980,34085,2,1,1,1,1
3420,58861,35828,2,1,1,2,1
3421,25958,25958,1,0,0,1,0
3422,45514,32174,2,1,1,2,1
3423,24303,36092,2,1,0,1,1
3424,25551,25551,1,0,0,4,0
3425,26371,36914,2,1,0,1,1
3426,25523,25523,1,0,0,1,0
3427,16642,31771,2,1,0,3,0
3428,25930,25930,2,0,0,2,0
3429,26238,26238,1,0,0,4,0
3430,18492,31942,1,1,0,4,0
3431,69302,36712,1,1,1,2,1
3432,25530,25530,1,0,0,2,0
3433,19210,32872,2,1,0,1,1
3434,26335,26335,1,0,0,2,0
3435,26052,26052,3,0,0,4,0
3436,59285,35276,2,1,1,1,1
3437,57704,25304,2,0,1,4,1
3438,22462,34982,2,1,0,4,0
3439,49483,26311,2,0,1,4,1
3440,51109,26386,2,0,1,4,1
3441,18811,29828,1,1,0,2,0
3442,17447,30989,1,1,0,3,0
3443,53518,26205,2,0,1,2,1
3444,20587,33416,4,1,0,4,1
3445,49045,31339,2,1,1,2,1
3446,25132,25132,0,0,0,2,0
3447,31040,29006,3,1,1,4,1
3448,18686,31435,2,1,0,4,0
3449,17738,31645,1,1,0,4,0
3450,20530,32965,2,1,0,2,0
3451,26585,26585,3,0,0,1,1
3452,25341,25341,3,0,0,4,0
3453,16432,30799,2,1,0,3,0
3454,58561,25585,1,0,1,2,1
3455,12453,27195,2,1,0,3,0
3456,16100,31246,2,1,0,3,0
3457,54972,33297,3,1,1,2,1
3458,17243,30486,2,1,0,2,0
3459,26027,26027,2,0,0,1,0
3460,25811,26418,2,1,1,4,1
3461,21124,33634,1,1,0,3,0
3462,25985,25985,1,0,0,4,0
3463,26504,26504,3,0,0,4,0
3464,19157,31503,1,1,0,4,0
3465,19136,33369,2,1,0,3,0
3466,26349,26349,1,0,0,4,0
3467,21317,33999,1,1,0,1,0
3468,48086,32765,3,1,1,1,1
3469,19297,30677,4,1,0,1,1
3470,21569,33978,3,1,0,3,1
3471,27459,27135,3,1,1,4,1
3472,26047,26047,3,0,0,2,1
3473,16909,33130,2,1,0,4,0
3474,26524,26524,2,0,0,4,0
3475,50361,25965,1,0,1,1,1
3476,67160,26053,2,0,1,2,1
3477,54252,25755,3,0,1,2,1
3478,25783,25783,2,0,0,3,0
3479,25823,25823,2,0,0,1,0
3480,49695,34058,1,1,1,3,1
3481,21861,34108,1,1,0,4,0
3482,26302,38446,1,1,0,4,0
3483,26452,26452,1,0,0,1,0
3484,23741,36862,1,1,0,2,0
3485,25930,25930,2,0,0,2,0
3486,15469,29737,3,1,0,2,1
3487,60696,34650,1,1,1,1,1
3488,67571,37290,3,1,1,4,1
3489,24542,24542,2,0,0,4,0
3490,26189,26189,1,0,0,3,0
3491,25839,25839,1,0,0,4,0
3492,25269,25269,2,0,0,2,0
3493,25090,25090,3,0,0,4,0
3494,25127,25127,1,0,0,2,0
3495,70453,26042,1,0,1,4,1
3496,25843,25843,0,0,0,3,0
3497,18619,31243,1,1,0,1,0
3498,21250,34425,1,1,0,4,0
3499,17298,31244,3,1,0,4,1
3500,61177,25810,1,0,1,1,1
3501,26567,26567,0,0,0,2,0
3502,61284,25627,3,0,1,3,1
3503,16934,31536,2,1,0,1,0
3504,46042,25155,2,0,1,4,1
3505,15630,30118,1,1,0,3,0
3506,19400,31983,0,1,0,1,0
3507,56227,25221,3,0,1,3,1
3508,26096,26096,2,0,0,1,0
3509,17939,32784,2,1,0,2,0
3510,21487,35372,1,1,0,2,0
3511,16022,30373,1,1,0,4,0
3512,57873,34134,2,1,1,1,1
3513,60201,35481,2,1,1,1,1
3514,19249,31648,1,1,0,4,0
3515,25148,25148,2,0,0,1,0
3516,12671,25702,2,1,0,1,0
3517,19808,31329,3,1,0,1,1
3518,26623,26623,1,0,0,2,0
3519,25271,38688,1,1,0,1,0
3520,26308,26308,2,0,0,1,0
3521,54418,33150,2,1,1,1,1
3522,26587,26587,0,0,0,3,0
3523,15198,28301,4,1,0,4,1
3524,26565,26565,0,0,0,1,0
3525,20783,33613,3,1,0,1,1
3526,22291,32450,1,1,0,3,0
3527,23091,36730,0,1,0,3,0
3528,52275,32963,3,1,1,1,1
3529,44877,31221,2,1,1,2,1
3530,55843,25686,1,0,1,4,1
3531,17741,31290,1,1,0,1,0
3532,19324,33636,0,1,0,2,0
3533,25767,25767,0,0,0,4,0
3534,18144,30732,3,1,0,3,1
3535,16277,31503,1,1,0,4,0
3536,18393,32793,2,1,0,3,0
3537,25853,25853,1,0,0,1,0
3538,40972,25021,2,0,1,2,1
3539,20520,34488,2,1,0,3,0
3540,25005,25005,2,0,0,4,0
3541,19405,31468,4,1,0,4,1
3542,21300,33994,2,1,0,2,0
3543,19325,33692,1,1,0,3,0
3544,21065,34003,1,1,0,3,0
3545,56183,24521,2,0,1,3,1
3546,51157,26657,1,0,1,2,1
3547,26129,26129,2,0,0,1,0
3548,26186,26186,1,0,0,1,0
3549,22251,35653,2,1,0,2,1
3550,25789,25789,1,0,0,3,0
3551,44270,25978,1,0,1,4,1
3552,44271,31174,3,1,1,4,1
3553,16970,32567,2,1,0,1,0
3554,25330,25330,1,0,0,2,0
3555,26028,26028,3,0,0,1,1
3556,61746,25978,2,0,1,1,1
3557,25470,25470,1,0,0,3,0
3558,26356,26356,2,0,0,1,0
3559,25820,25820,2,0,0,1,0
3560,25349,25349,2,0,0,3,0
3561,25238,25238,1,0,0,1,0
3562,44197,24633,1,0,1,1,1
3563,26135,26135,2,0,0,3,0
3564,37536,24530,2,0,1,3,1
3565,20449,33739,2,1,0,3,0
3566,26069,26069,1,0,0,2,0
3567,19191,31888,1,1,0,2,0
3568,30105,26970,3,1,1,1,1
3569,25960,25960,2,0,0,1,0
3570,41205,25796,1,0,1,4,1
3571,16041,31020,1,1,0,4,0
3572,26154,26154,1,0,0,1,0
3573,25798,25798,2,0,0,2,0
3574,24813,37205,1,1,0,2,0
3575,17995,32985,2,1,0,1,0
3576,25177,25177,1,0,0,1,0
3577,18111,30939,2,1,0,1,0
3578,25388,25388,1,0,0,2,0
3579,37949,30968,0,1,1,3,1
3580,17989,33027,1,1,0,3,0
3581,26244,26244,1,0,0,3,0
3582,26858,26858,1,0,0,2,0
3583,26352,26352,1,0,0,4,0
3584,25390,25390,3,0,0,1,1
3585,24062,37152,1,1,0,1,0
3586,58489,34239,1,1,1,3,1
3587,26372,26372,1,0,0,2,0
3588,43935,30648,3,1,1,4,1
3589,51819,33144,1,1,1,2,1
3590,25706,25706,3,0,0,2,0
3591,59400,25564,2,0,1,4,1
3592,52114,33805,3,1,1,2,1
3593,52883,25761,2,0,1,3,1
3594,25415,25415,1,0,0,1,0
3595,25111,25111,2,0,0,3,0
3596,25992,25992,0,0,0,4,0
3597,20378,34448,2,1,0,1,1
3598,25508,25508,1,0,0,4,0
3599,16129,28750,2,1,0,3,0
3600,17967,31420,1,1,0,1,0
3601,19123,32930,3,1,0,3,1
3602,23072,35021,3,1,0,4,1
3603,46980,25109,2,0,1,1,1
3604,17748,31423,1,1,0,1,0
3605,43287,30483,3,1,1,4,1
3606,22374,35954,1,1,0,3,0
3607,56821,25988,1,0,1,2,1
3608,16780,28992,1,1,0,3,0
3609,56092,33091,1,1,1,1,1
3610,16918,31158,2,1,0,3,0
3611,13137,25968,0,1,0,3,0
3612,18413,30596,2,1,0,2,0
3613,26405,26405,2,0,0,2,0
3614,18443,30334,1,1,0,1,0
3615,25813,25813,0,0,0,1,0
3616,25842,25842,2,0,0,4,0
3617,49622,25806,2,0,1,1,1
3618,25707,25707,1,0,0,2,0
3619,17542,32149,2,1,0,2,0
3620,25571,25571,2,0,0,2,0
3621,25767,25767,1,0,0,1,0
3622,25701,25701,2,0,0,4,0
3623,25853,25853,1,0,0,3,0
3624,25441,25441,2,0,0,2,0
3625,26409,26409,1,0,0,2,0
3626,24980,24980,1,0,0,4,0
3627,17686,28773,2,1,0,1,0
3628,56596,25808,3,0,1,4,1
3629,18651,31638,1,1,0,1,0
3630,25982,25982,1,0,0,4,0
3631,25222,25222,1,0,0,1,0
3632,26478,26478,2,0,0,4,0
3633,14419,28853,3,1,0,2,1
3634,21477,34757,1,1,0,4,0
3635,26218,26218,2,0,0,3,0
3636,62102,26695,3,0,1,3,1
3637,20058,33363,1,1,0,3,0
3638,17115,29195,2,1,0,4,0
3639,25792,25792,1,0,0,1,0
3640,17827,31377,2,1,0,4,0
